mode,selector_type,selector,n_folds,mean_return_pct,median_return_pct,min_return_pct,std_return_pct,positive_folds,total_trades,mean_trades,mean_precision,mean_recall,mean_auc,mean_drawdown,worst_drawdown,mean_sharpe_bt,sharpe_fold,psr_gt_0,dsr,auc_pass_rate,robust_score_psr_dsr
threshold_regime_filtered,threshold,0.8000000000000003,9.0,-2.5003842639552505,0.0,-10.60074317651995,5.0625227702015625,0.1111111111111111,28.0,3.111111111111111,0.17878070231207746,0.028407832910017066,0.5200495243287728,-5.202601976750518,-17.841022444236575,,-0.4939008430090871,0.06474034267228139,2.2733668888810783e-19,0.5555555555555556,-6.064497843068843
threshold_regime_filtered_auc_gated,threshold,0.5,9.0,-2.199294099119874,0.0,-16.045729546520114,7.771828629818647,0.3333333333333333,70.0,7.777777777777778,0.21125420864313077,0.09298169510518843,0.5200495243287728,-6.031890003802981,-19.867039352945127,,-0.2829828350411265,0.16790742483384385,2.393729225228044e-20,0.5555555555555556,-7.15120212687021
threshold_regime_filtered_auc_gated,threshold,0.55,9.0,-3.481945011390787,0.0,-17.426133759858214,7.943460630588024,0.2222222222222222,56.0,6.222222222222222,0.21413962904247108,0.06879009333350217,0.5200495243287728,-6.391947151338591,-20.548149608746826,,-0.4383410673658783,0.03705136946195627,1.6963824568260612e-31,0.5555555555555556,-9.305796425633991
threshold_regime_filtered_auc_gated,threshold,0.6000000000000001,9.0,-2.101263957526817,0.0,-9.923824370380977,4.183372636786861,0.2222222222222222,45.0,5.0,0.218531686642542,0.04829854747206332,0.5200495243287728,-4.852445726356559,-16.390816860944657,,-0.502289453980065,0.02368947361831327,6.020299095054003e-31,0.5555555555555556,-5.136239817637705
threshold_regime_filtered_auc_gated,threshold,0.6500000000000001,9.0,-0.6132700405001287,0.0,-9.92727184372004,3.6124855399191973,0.3333333333333333,33.0,3.6666666666666665,0.28457188516071463,0.02840280353224676,0.5200495243287728,-3.7335882555177995,-11.566470599101564,,-0.1697640125401986,0.2716126767588254,1.1397220546779377e-20,0.5555555555555556,-2.7883173662256207
threshold_regime_filtered_auc_gated,threshold,0.7000000000000002,9.0,-0.5019260185779115,0.0,-12.132839575900016,4.5388545480039335,0.3333333333333333,19.0,2.111111111111111,0.22169363364331918,0.013818155742831253,0.5200495243287728,-2.4687528631338314,-12.45279418512415,,-0.11058429241770815,0.3586291867291488,7.093831937620512e-17,0.5555555555555556,-3.285924509428934
threshold_regime_filtered_auc_gated,threshold,0.7500000000000002,9.0,0.38487914849088056,0.0,-11.228676065419982,6.034441522354722,0.2222222222222222,13.0,1.4444444444444444,0.25170261836928504,0.006252252029106089,0.5200495243287728,-2.665866956532749,-11.50188236624501,,0.06378040901798242,0.571853360942445,1.2822689883015044e-11,0.5555555555555556,-2.342749082084993
threshold_regime_filtered_auc_gated,threshold,0.8000000000000003,9.0,-0.9364588405067441,0.0,-10.60074317651995,4.170161437320366,0.1111111111111111,4.0,0.4444444444444444,0.1111111111111111,0.0013751375137513752,0.5200495243287728,-2.090307935669872,-11.48628270351012,,-0.2245617716681222,0.23000488719641382,2.0295102124617633e-18,0.5555555555555556,-3.946952997351773
threshold_unfiltered,threshold,0.5,9.0,-13.857419634914455,-16.419914279699945,-31.832284398835846,15.463609619039826,0.2222222222222222,275.0,30.555555555555557,0.3583335824133272,0.24732221894670095,0.5200495243287728,-23.67189874930536,-39.09946630340796,,-0.8961309795257815,0.021481501985630553,3.896728202868001e-14,0.5555555555555556,-33.40394283081753
threshold_unfiltered,threshold,0.55,9.0,-13.662358989094498,-15.29418693401691,-29.03081670389667,14.158790060586702,0.2222222222222222,199.0,22.11111111111111,0.3460892139198795,0.1854088589852077,0.5200495243287728,-20.341734107386646,-34.27129030533705,,-0.9649383125699349,0.025851201718349155,4.86332962303022e-12,0.5555555555555556,-31.610707299328066
